"","FIPS","City","Year","Population","Primary.Point","Date"
"23570",1928650,"Fostoria","July 01 2003",231,"POINT (-95.1549472 43.2429923)",2003-07-01
"23571",1987690,"Zwingle","July 01 2009",107,"POINT (-90.6874539 42.2971718)",2009-07-01
"23572",1932115,"Grandview","July 01 2009",566,"POINT (-91.1882749 41.2772257)",2009-07-01
"23573",1964875,"Promise City","July 01 1997",123,"POINT (-93.1497895 40.7473394)",1997-07-01
"23574",1969330,"Ruthven","July 01 2009",682,"POINT (-94.8984503 43.1300915)",2009-07-01
"23575",1931710,"Gowrie","July 01 2004",1045,"POINT (-94.2897172 42.2778361)",2004-07-01
"23576",1975630,"Storm Lake","July 01 2001",9986,"POINT (-95.1970008 42.6431467)",2001-07-01
"23577",1902800,"Arispe","July 01 1998",92,"POINT (-94.2191509 40.9480308)",1998-07-01
"23578",1913215,"Chillicothe","April 01 2000",90,"POINT (-92.5303282 41.0860115)",2000-04-01
"23579",1974775,"St. Olaf","July 01 2011",108,"POINT (-91.4457379 42.0529659)",2011-07-01
"23580",1934365,"Hansell","April 01 2000",96,"POINT (-93.104094 42.7577502)",2000-04-01
"23581",1986970,"Woodward","July 01 2004",1282,"POINT (-93.9208014 41.8522961)",2004-07-01
"23582",1968520,"Rolfe","July 01 2015",558,"POINT (-94.5313396 42.8129005)",2015-07-01
"23583",1908065,"Bradgate","July 01 2001",98,"POINT (-94.4196235 42.8028773)",2001-07-01
"23584",1986880,"Woodburn","July 01 2019",194,"POINT (-93.5962852 41.0108726)",2019-07-01
"23585",1952860,"Missouri Valley","July 01 2008",2746,"POINT (-95.9027827 41.5573821)",2008-07-01
"23586",1944535,"Leon","July 01 2005",1890,"POINT (-93.7545236 40.7407471)",2005-07-01
"23587",1931710,"Gowrie","July 01 1993",1011,"POINT (-94.2897172 42.2778361)",1993-07-01
"23588",1959475,"Orange City","July 01 2011",6121,"POINT (-96.0565364 43.0019143)",2011-07-01
"23589",1937920,"Huxley","July 01 2012",3358,"POINT (-93.5913007 41.8960875)",2012-07-01
"23590",1957675,"Norwalk","April 01 2010",8945,"POINT (-93.6922661 41.4914536)",2010-04-01
"23591",1909955,"Callender","April 01 2000",424,"POINT (-94.2955132 42.3616112)",2000-04-01
"23592",1972300,"Shelby","July 01 1999",620,"POINT (-95.4505587 41.5066731)",1999-07-01
"23593",1937470,"Hudson","July 01 2017",2357,"POINT (-92.4519085 42.4320012)",2017-07-01
"23594",1902800,"Arispe","July 01 2016",98,"POINT (-94.2191509 40.9480308)",2016-07-01
"23595",1954165,"Morrison","April 01 1990",125,"POINT (-92.6732838 42.3429631)",1990-04-01
"23596",1921540,"Dixon","July 01 2009",249,"POINT (-90.7823709 41.742124)",2009-07-01
"23597",1930225,"George","July 01 2004",1004,"POINT (-96.0027092 43.341995)",2004-07-01
"23598",1950070,"Marysville","July 01 1993",65,"POINT (-92.953643 41.1826504)",1993-07-01
"23599",1901855,"Ames","July 01 2015",65685,"POINT (-93.627573 42.0261266)",2015-07-01
"23600",1954435,"Mount Auburn","July 01 2016",147,"POINT (-92.094317 42.2574343)",2016-07-01
"23601",1931890,"Grafton","April 01 1990",282,"POINT (-93.0687031 43.3304389)",1990-04-01
"23602",1939135,"Jackson Junction","July 01 1993",86,"POINT (-92.0462156 43.1013241)",1993-07-01
"23603",1913575,"Clarinda","July 01 2016",5360,"POINT (-95.0340039 40.7380114)",2016-07-01
"23604",1955965,"Newell","July 01 2016",867,"POINT (-95.0039777 42.609682)",2016-07-01
"23605",1950070,"Marysville","April 01 2000",54,"POINT (-92.953643 41.1826504)",2000-04-01
"23606",1908155,"Brandon","July 01 2014",321,"POINT (-92.0032219 42.3150339)",2014-07-01
"23607",1926310,"Exline","July 01 1996",186,"POINT (-92.8431396 40.649046)",1996-07-01
"23608",1962985,"Pioneer","July 01 1999",44,"POINT (-94.3908921 42.6535255)",1999-07-01
"23609",1911215,"Carter Lake","April 01 2010",3785,"POINT (-95.9169331 41.2884608)",2010-04-01
"23610",1926310,"Exline","July 01 2015",157,"POINT (-92.8431396 40.649046)",2015-07-01
"23611",1964425,"Prairieburg","July 01 2015",186,"POINT (-91.4258359 42.2377349)",2015-07-01
"23612",1949305,"Marble Rock","July 01 2007",320,"POINT (-92.8683374 42.9647201)",2007-07-01
"23613",1982695,"Waukee","July 01 2009",12826,"POINT (-93.8702236 41.6001509)",2009-07-01
"23614",1939000,"Irwin","July 01 2014",327,"POINT (-95.2067933 41.7901573)",2014-07-01
"23615",1966000,"Redding","July 01 1992",120,"POINT (-94.3862876 40.6068297)",1992-07-01
"23616",1961365,"Panorama Park","July 01 2014",138,"POINT (-90.4536976 41.5556125)",2014-07-01
"23617",1967350,"Riverdale","April 01 2010",405,"POINT (-90.4637332 41.5370578)",2010-04-01
"23618",1975180,"Steamboat Rock","July 01 2003",329,"POINT (-93.0665057 42.4081346)",2003-07-01
"23619",1981840,"Walford","July 01 1995",579,"POINT (-91.8305169 41.8796623)",1995-07-01
"23620",1930630,"Gilbert","July 01 1999",839,"POINT (-93.6462341 42.1072488)",1999-07-01
"23621",1903115,"Arthur","July 01 1999",251,"POINT (-95.3469405 42.3353614)",1999-07-01
"23622",1962355,"Perry","July 01 2006",8747,"POINT (-94.09406 41.8379964)",2006-07-01
"23623",1944535,"Leon","July 01 2015",1875,"POINT (-93.7545236 40.7407471)",2015-07-01
"23624",1938100,"Independence","July 01 1997",5846,"POINT (-91.9029773 42.4621659)",1997-07-01
"23625",1943140,"Lanesboro","July 01 2013",114,"POINT (-94.6921692 42.1826597)",2013-07-01
"23626",1973065,"Sidney","July 01 2002",1247,"POINT (-95.6442994 40.7459494)",2002-07-01
"23627",1964065,"Pomeroy","July 01 2001",693,"POINT (-94.6778218 42.5519497)",2001-07-01
"23628",1962850,"Pilot Mound","July 01 2012",171,"POINT (-94.0183302 42.1592616)",2012-07-01
"23629",1968385,"Rodney","April 01 2010",60,"POINT (-95.9507042 42.2047575)",2010-04-01
"23630",1943005,"Lamont","July 01 1997",454,"POINT (-91.6404271 42.5985649)",1997-07-01
"23631",1952230,"Millersburg","July 01 2015",143,"POINT (-92.1591639 41.5731722)",2015-07-01
"23632",1915060,"Colfax","April 01 2010",2093,"POINT (-93.240454 41.676085)",2010-04-01
"23633",1982335,"Washington","July 01 1997",7283,"POINT (-91.6928008 41.2982237)",1997-07-01
"23634",1903835,"Aurora","April 01 2010",185,"POINT (-91.7294524 42.6201079)",2010-04-01
"23635",1969195,"Rudd","July 01 2016",353,"POINT (-92.9045921 43.1275228)",2016-07-01
"23636",1987420,"Yorktown","July 01 2007",77,"POINT (-95.1543964 40.7353688)",2007-07-01
"23637",1922215,"Dow City","July 01 2013",517,"POINT (-95.4943457 41.9279982)",2013-07-01
"23638",1926265,"Exira","July 01 1998",890,"POINT (-94.8810861 41.5919759)",1998-07-01
"23639",1903475,"Atkins","July 01 2005",1330,"POINT (-91.8585601 41.9942458)",2005-07-01
"23640",1906850,"Blakesburg","July 01 2004",364,"POINT (-92.6348019 40.9619732)",2004-07-01
"23641",1919585,"Defiance","April 01 2010",284,"POINT (-95.3403538 41.8254177)",2010-04-01
"23642",1944490,"Lenox","July 01 2016",1394,"POINT (-94.5583357 40.8830419)",2016-07-01
"23643",1986520,"Winterset","July 01 1996",4964,"POINT (-94.013512 41.3455206)",1996-07-01
"23644",1941610,"Kiron","July 01 2017",270,"POINT (-95.3272682 42.1941298)",2017-07-01
"23645",1944355,"Leland","July 01 1994",313,"POINT (-93.6350977 43.3318155)",1994-07-01
"23646",1960690,"Oxford Junction","July 01 2006",548,"POINT (-90.954121 41.9837298)",2006-07-01
"23647",1948500,"Maharishi Vedic City","July 01 2001",89,"POINT (-92.0138829 41.0543302)",2001-07-01
"23648",1982020,"Wall Lake","April 01 2000",841,"POINT (-95.0927786 42.267186)",2000-04-01
"23649",1944985,"Libertyville","July 01 1998",288,"POINT (-92.0501957 40.9582432)",1998-07-01
"23650",1954120,"Morning Sun","July 01 2001",880,"POINT (-91.2505611 41.0941736)",2001-07-01
"23651",1914430,"Clinton","April 01 1990",29201,"POINT (-90.2407895 41.8434359)",1990-04-01
"23652",1901495,"Alta","July 01 1993",1883,"POINT (-95.3045104 42.6716795)",1993-07-01
"23653",1950385,"Matlock","July 01 2019",87,"POINT (-95.9345034 43.2443282)",2019-07-01
"23654",1978195,"Tingley","July 01 2009",150,"POINT (-94.195803 40.852747)",2009-07-01
"23655",1974775,"St. Lucas","July 01 2004",169,"POINT (-91.4457379 42.0529659)",2004-07-01
"23656",1929280,"Fruitland","July 01 1995",502,"POINT (-91.1287744 41.347424)",1995-07-01
"23657",1975405,"Stockport","July 01 2007",282,"POINT (-91.8333604 40.8572858)",2007-07-01
"23658",1934635,"Harris","July 01 2001",198,"POINT (-95.4370934 43.4435137)",2001-07-01
"23659",1984765,"West Union","July 01 1994",2608,"POINT (-91.8132 42.9588918)",1994-07-01
"23660",1911305,"Cascade","July 01 2018",2300,"POINT (-91.0045814 42.3019211)",2018-07-01
"23661",1917940,"Cushing","July 01 1995",228,"POINT (-95.675703 42.464969)",1995-07-01
"23662",1986250,"Windsor Heights","July 01 2018",4880,"POINT (-93.7128163 41.6041919)",2018-07-01
"23663",1960690,"Oxford Junction","July 01 2011",493,"POINT (-90.954121 41.9837298)",2011-07-01
"23664",1952275,"Millerton","April 01 2010",45,"POINT (-93.3057058 40.8493458)",2010-04-01
"23665",1937560,"Humboldt","July 01 1998",4531,"POINT (-94.2245141 42.7231707)",1998-07-01
"23666",1908425,"Bridgewater","July 01 2017",149,"POINT (-94.6689384 41.2470992)",2017-07-01
"23667",1985890,"Williamson","April 01 2010",152,"",2010-04-01
"23668",1968070,"Rockford","July 01 2019",822,"POINT (-92.9477776 43.0524158)",2019-07-01
"23669",1955200,"Mystic","July 01 1996",541,"POINT (-92.9446124 40.7791816)",1996-07-01
"23670",1915375,"Columbus City","July 01 1994",338,"POINT (-91.3746897 41.2592765)",1994-07-01
"23671",1974775,"Springville","July 01 2019",1137,"POINT (-91.4457379 42.0529659)",2019-07-01
"23672",1985845,"Williamsburg","July 01 2004",2710,"POINT (-92.0098017 41.6679743)",2004-07-01
"23673",1922215,"Dow City","July 01 2002",504,"POINT (-95.4943457 41.9279982)",2002-07-01
"23674",1955515,"Nemaha","July 01 1996",112,"POINT (-95.0888605 42.5149523)",1996-07-01
"23675",1953625,"Monticello","July 01 1996",3823,"POINT (-91.1836421 42.2303515)",1996-07-01
"23676",1925095,"Elma","July 01 2016",529,"POINT (-92.4393341 43.2458725)",2016-07-01
"23677",1942645,"Lakeside","July 01 2012",710,"POINT (-95.1771496 42.6178106)",2012-07-01
"23678",1953850,"Moorhead","July 01 2004",208,"POINT (-95.850715 41.9243406)",2004-07-01
"23679",1979410,"Udell","July 01 1993",82,"POINT (-92.7426983 40.7801811)",1993-07-01
"23680",1986700,"Woden","July 01 2006",223,"POINT (-93.9114238 43.2307878)",2006-07-01
"23681",1925725,"Epworth","July 01 2004",1595,"POINT (-90.9309156 42.4474634)",2004-07-01
"23682",1978735,"Traer","April 01 2000",1594,"POINT (-92.4641603 42.1907351)",2000-04-01
"23683",1945660,"Liscomb","July 01 2012",304,"POINT (-93.0061716 42.1910286)",2012-07-01
"23684",1964875,"Promise City","July 01 2007",100,"POINT (-93.1497895 40.7473394)",2007-07-01
"23685",1962760,"Pierson","July 01 1999",296,"POINT (-95.8652766 42.5428025)",1999-07-01
"23686",1937560,"Humboldt","July 01 2009",4191,"POINT (-94.2245141 42.7231707)",2009-07-01
"23687",1939225,"Jamaica","July 01 2015",217,"POINT (-94.3069709 41.8452279)",2015-07-01
"23688",1919450,"Dedham","April 01 2010",266,"POINT (-94.8232369 41.9087315)",2010-04-01
"23689",1949575,"Marne","July 01 1991",148,"POINT (-95.1107615 41.4489055)",1991-07-01
"23690",1935715,"Henderson","July 01 2018",183,"POINT (-95.4309742 41.1399871)",2018-07-01
"23691",1923340,"Earlham","July 01 2018",1413,"POINT (-94.1222513 41.4944824)",2018-07-01
"23692",1928020,"Floyd","July 01 2012",331,"POINT (-92.7402544 43.1282005)",2012-07-01
"23693",1947100,"Lucas","July 01 2014",210,"POINT (-93.4610494 41.0322107)",2014-07-01
"23694",1961365,"Panorama Park","July 01 2005",128,"POINT (-90.4536976 41.5556125)",2005-07-01
"23695",1924465,"Eldora","July 01 2016",2668,"POINT (-93.1012867 42.3605951)",2016-07-01
"23696",1976260,"Sumner","July 01 2004",2044,"POINT (-92.0974233 42.8494642)",2004-07-01
"23697",1976620,"Swaledale","July 01 1993",451,"POINT (-93.3154698 42.9765243)",1993-07-01
"23698",1907660,"Bouton","July 01 2001",140,"POINT (-94.0105732 41.8511411)",2001-07-01
"23699",1907840,"Boyden","July 01 2002",690,"POINT (-96.0030629 43.1889502)",2002-07-01
"23700",1952995,"Modale","July 01 2001",301,"POINT (-96.0120201 41.6181928)",2001-07-01
"23701",1955200,"Mystic","July 01 2003",602,"POINT (-92.9446124 40.7791816)",2003-07-01
"23702",1946605,"Lost Nation","July 01 2002",485,"POINT (-90.8167168 41.9665989)",2002-07-01
"23703",1934860,"Harvey","July 01 1991",236,"POINT (-92.922688 41.3179424)",1991-07-01
"23704",1948495,"Magnolia","July 01 2013",177,"POINT (-95.8741284 41.6921843)",2013-07-01
"23705",1900640,"Agency","July 01 1994",652,"POINT (-92.3072288 40.997475)",1994-07-01
"23706",1948675,"Maloy","July 01 1991",35,"POINT (-94.4119202 40.6731797)",1991-07-01
"23707",1985215,"Whiting","July 01 2008",711,"POINT (-96.1507766 42.1271884)",2008-07-01
"23708",1913530,"Clarence","July 01 2018",974,"POINT (-91.057044 41.8858879)",2018-07-01
"23709",1918075,"Dakota City","July 01 1993",1034,"POINT (-94.1976919 42.7229033)",1993-07-01
"23710",1963750,"Pleasantville","July 01 2002",1522,"POINT (-93.272777 41.3864748)",2002-07-01
"23711",1942285,"Lacona","July 01 2015",350,"POINT (-93.3849697 41.1899087)",2015-07-01
"23712",1931800,"Graettinger","April 01 2010",844,"POINT (-94.7504243 43.2370707)",2010-04-01
"23713",1965505,"Ralston","July 01 1997",122,"POINT (-94.6293007 42.0417738)",1997-07-01
"23714",1973785,"Soldier","July 01 2015",167,"POINT (-95.7801688 41.9842069)",2015-07-01
"23715",1909550,"Burlington","July 01 2009",25527,"POINT (-91.1248966 40.8071958)",2009-07-01
"23716",1934185,"Hanlontown","July 01 1999",180,"POINT (-93.3788839 43.2809013)",1999-07-01
"23717",1905635,"Bellevue","July 01 2015",2163,"POINT (-90.4318375 42.2625585)",2015-07-01
"23718",1901000,"Alburnett","July 01 1995",453,"POINT (-91.6209167 42.1493012)",1995-07-01
"23719",1932610,"Greeley","July 01 2016",247,"POINT (-91.341545 42.5850578)",2016-07-01
"23720",1910045,"Calmar","April 01 2010",978,"POINT (-91.8677508 43.1805636)",2010-04-01
"23721",1944355,"Leland","July 01 2005",262,"POINT (-93.6350977 43.3318155)",2005-07-01
"23722",1947280,"Luther","July 01 2007",147,"POINT (-93.8200542 41.9669307)",2007-07-01
"23723",1987375,"Yetter","April 01 1990",49,"POINT (-94.8431642 42.3161325)",1990-04-01
"23724",1967440,"Riverside","July 01 2014",1039,"POINT (-91.536553 41.4981029)",2014-07-01
"23725",1974280,"Spencer","July 01 2011",11203,"POINT (-95.1533205 43.1468576)",2011-07-01
"23726",1980130,"Vail","July 01 2015",429,"POINT (-95.2003198 42.0598224)",2015-07-01
"23727",1917490,"Cromwell","July 01 2006",117,"POINT (-94.4617367 41.0403126)",2006-07-01
"23728",1904870,"Battle Creek","July 01 1997",781,"POINT (-95.6002651 42.3168556)",1997-07-01
"23729",1957045,"Northboro","July 01 2016",56,"POINT (-95.2936381 40.6080172)",2016-07-01
"23730",1968070,"Rockford","July 01 2002",892,"POINT (-92.9477776 43.0524158)",2002-07-01
"23731",1943680,"Laurel","July 01 2018",235,"POINT (-92.922164 41.884062)",2018-07-01
"23732",1972975,"Sibley","July 01 2008",2616,"POINT (-95.7437957 43.401265)",2008-07-01
"23733",1917850,"Cumming","April 01 2000",162,"POINT (-93.759951 41.4875287)",2000-04-01
"23734",1964065,"Pomeroy","July 01 1996",753,"POINT (-94.6778218 42.5519497)",1996-07-01
"23735",1966450,"Renwick","July 01 2012",238,"POINT (-93.9813336 42.8269157)",2012-07-01
"23736",1909820,"Calamus","July 01 2001",391,"POINT (-90.7600146 41.8264945)",2001-07-01
"23737",1905140,"Beaman","July 01 2016",186,"POINT (-92.822187 42.2202167)",2016-07-01
"23738",1947460,"Luxemburg","July 01 2016",251,"POINT (-91.0725831 42.6040308)",2016-07-01
"23739",1939405,"Janesville","July 01 2002",818,"POINT (-92.4629269 42.6458874)",2002-07-01
"23740",1924465,"Eldora","July 01 2012",2706,"POINT (-93.1012867 42.3605951)",2012-07-01
"23741",1928245,"Fonda","July 01 1998",680,"POINT (-94.8459417 42.581696)",1998-07-01
"23742",1976620,"Swaledale","July 01 2005",171,"POINT (-93.3154698 42.9765243)",2005-07-01
"23743",1961050,"Palmer","July 01 2017",155,"POINT (-94.5984729 42.6298621)",2017-07-01
"23744",1916590,"Corwith","July 01 1995",332,"POINT (-93.9580791 42.9890004)",1995-07-01
"23745",1973290,"Sioux Center","April 01 2000",6002,"POINT (-96.1707089 43.0746484)",2000-04-01
"23746",1915645,"Conesville","April 01 2000",424,"POINT (-91.3485847 41.3796772)",2000-04-01
"23747",1931890,"Grafton","July 01 2014",250,"POINT (-93.0687031 43.3304389)",2014-07-01
"23748",1921900,"Doon","July 01 2002",527,"POINT (-96.2317488 43.2787854)",2002-07-01
"23749",1939405,"Janesville","July 01 2004",874,"POINT (-92.4629269 42.6458874)",2004-07-01
"23750",1926445,"Fairfield","July 01 2016",10205,"POINT (-91.9672596 41.0070611)",2016-07-01
"23751",1947775,"McCallsburg","July 01 2011",334,"POINT (-93.3906852 42.1648558)",2011-07-01
"23752",1909280,"Buffalo Center","July 01 2016",896,"POINT (-93.9428112 43.3893894)",2016-07-01
"23753",1913530,"Clarence","July 01 2008",962,"POINT (-91.057044 41.8858879)",2008-07-01
"23754",1973425,"Sioux Rapids","July 01 2014",785,"POINT (-95.1487935 42.891608)",2014-07-01
"23755",1903160,"Asbury","July 01 1998",2396,"POINT (-90.7797272 42.5118375)",1998-07-01
"23756",1980445,"Van Meter","July 01 1997",883,"POINT (-93.942715 41.5203654)",1997-07-01
"23757",1941070,"Keswick","July 01 1991",286,"POINT (-92.2382166 41.4546646)",1991-07-01
"23758",1913350,"Churdan","July 01 2017",367,"POINT (-94.4786263 42.1538724)",2017-07-01
"23759",1942960,"Lamoni","July 01 2017",2263,"POINT (-93.934323 40.6204912)",2017-07-01
"23760",1959925,"Oskaloosa","July 01 1995",10700,"POINT (-92.6404876 41.2921009)",1995-07-01
"23761",1964065,"Pomeroy","July 01 1999",739,"POINT (-94.6778218 42.5519497)",1999-07-01
"23762",1979680,"Unionville","July 01 1995",132,"POINT (-92.6957756 40.8181841)",1995-07-01
"23763",1956685,"Nichols","July 01 2015",368,"POINT (-91.307943 41.4796928)",2015-07-01
"23764",1907480,"Boone","July 01 2008",12526,"POINT (-93.8773237 42.0530404)",2008-07-01
"23765",1935310,"Hawkeye","July 01 2014",429,"POINT (-91.950354 42.9377417)",2014-07-01
"23766",1980985,"Villisca","July 01 2012",1227,"POINT (-94.9819234 40.9298265)",2012-07-01
"23767",1921225,"Dexter","July 01 2018",570,"POINT (-94.2276214 41.5153845)",2018-07-01
"23768",1979680,"Unionville","July 01 2016",96,"POINT (-92.6957756 40.8181841)",2016-07-01
"23769",1950700,"Mechanicsville","July 01 2009",1140,"POINT (-91.2532455 41.905572)",2009-07-01
"23770",1933420,"Guthrie Center","July 01 1998",1676,"POINT (-94.4989474 41.6781243)",1998-07-01
"23771",1955965,"Newell","July 01 2013",884,"POINT (-95.0039777 42.609682)",2013-07-01
"23772",1943365,"La Porte City","April 01 2000",2275,"POINT (-92.1911991 42.3137209)",2000-04-01
"23773",1980805,"Victor","April 01 2010",893,"POINT (-92.2947426 41.7307354)",2010-04-01
"23774",1937425,"Hubbard","July 01 2008",815,"POINT (-93.3013025 42.3061102)",2008-07-01
"23775",1924420,"Eldon","July 01 1991",1043,"POINT (-92.2176726 40.9176345)",1991-07-01
"23776",1939225,"Jamaica","July 01 2011",222,"POINT (-94.3069709 41.8452279)",2011-07-01
"23777",1930675,"Gilbertville","July 01 1994",756,"POINT (-92.2141932 42.4189896)",1994-07-01
"23778",1917670,"Crystal Lake","July 01 2014",244,"POINT (-93.792707 43.2229779)",2014-07-01
"23779",1930045,"Garwin","July 01 2015",507,"POINT (-92.6790893 42.0934589)",2015-07-01
"23780",1944220,"Le Grand","April 01 2010",938,"POINT (-92.7749753 42.0066925)",2010-04-01
"23781",1901315,"Allison","July 01 1998",924,"POINT (-92.7957606 42.7517481)",1998-07-01
"23782",1935715,"Henderson","July 01 2001",171,"POINT (-95.4309742 41.1399871)",2001-07-01
"23783",1970320,"Salix","July 01 1999",373,"POINT (-96.3158764 42.3206398)",1999-07-01
"23784",1958980,"Olin","July 01 2005",702,"POINT (-91.1417344 41.9977327)",2005-07-01
"23785",1922755,"Duncombe","July 01 1998",450,"POINT (-93.9962117 42.4694866)",1998-07-01
"23786",1934455,"Hardy","July 01 2014",46,"POINT (-94.0511447 42.8101495)",2014-07-01
"23787",1982335,"Washington","July 01 2008",7196,"POINT (-91.6928008 41.2982237)",2008-07-01
"23788",1922080,"Dougherty","July 01 2012",57,"POINT (-93.0358831 42.9219661)",2012-07-01
"23789",1933060,"Grimes","July 01 1998",3741,"POINT (-93.7945972 41.6775439)",1998-07-01
"23790",1905365,"Bedford","July 01 2007",1481,"POINT (-94.7240366 40.6711504)",2007-07-01
"23791",1982065,"Walnut","July 01 1992",811,"POINT (-95.2204992 41.4884727)",1992-07-01
"23792",1928605,"Fort Madison","April 01 2010",11051,"POINT (-91.3519128 40.6198735)",2010-04-01
"23793",1981615,"Wahpeton","July 01 2004",451,"POINT (-95.1744377 43.3741639)",2004-07-01
"23794",1933870,"Hamilton","July 01 2009",138,"POINT (-92.9040865 41.1702528)",2009-07-01
"23795",1901090,"Alexander","April 01 1990",170,"POINT (-93.4786472 42.8044201)",1990-04-01
"23796",1928425,"Fort Atkinson","July 01 1996",372,"POINT (-91.9347752 43.144115)",1996-07-01
"23797",1934590,"Harpers Ferry","July 01 2015",322,"POINT (-91.1520093 43.2009123)",2015-07-01
"23798",1900955,"Albion","July 01 2008",564,"POINT (-92.9887407 42.1125257)",2008-07-01
"23799",1973155,"Silver City","July 01 2013",240,"POINT (-95.6378733 41.1113884)",2013-07-01
"23800",1933960,"Hampton","July 01 2016",4245,"POINT (-93.2049662 42.7420064)",2016-07-01
"23801",1910765,"Carlisle","July 01 1995",3517,"POINT (-93.4877345 41.511846)",1995-07-01
"23802",1901090,"Alexander","July 01 2011",174,"POINT (-93.4786472 42.8044201)",2011-07-01
"23803",1955200,"Mystic","April 01 2010",425,"POINT (-92.9446124 40.7791816)",2010-04-01
"23804",1949845,"Martelle","July 01 1995",292,"POINT (-91.3577596 42.0204466)",1995-07-01
"23805",1952995,"Modale","July 01 1993",292,"POINT (-96.0120201 41.6181928)",1993-07-01
"23806",1946920,"Lowden","July 01 1999",730,"POINT (-90.9236914 41.8591084)",1999-07-01
"23807",1925725,"Epworth","July 01 1995",1400,"POINT (-90.9309156 42.4474634)",1995-07-01
"23808",1916230,"Coralville","July 01 1997",12799,"POINT (-91.5968051 41.6989902)",1997-07-01
"23809",1982020,"Wall Lake","July 01 2019",769,"POINT (-95.0927786 42.267186)",2019-07-01
"23810",1968205,"Rock Valley","April 01 2010",3354,"POINT (-96.2915964 43.2044873)",2010-04-01
"23811",1919090,"Davis City","July 01 2002",272,"POINT (-93.8126017 40.6401518)",2002-07-01
"23812",1968160,"Rock Rapids","July 01 1995",2728,"POINT (-96.1657284 43.4258915)",1995-07-01
"23813",1953625,"Monticello","July 01 2016",3817,"POINT (-91.1836421 42.2303515)",2016-07-01
"23814",1919360,"Decatur City","July 01 2017",184,"POINT (-93.8327285 40.7423389)",2017-07-01
"23815",1953985,"Moravia","July 01 2003",694,"POINT (-92.8191273 40.8918338)",2003-07-01
"23816",1983280,"Wellman","July 01 2013",1422,"POINT (-91.8353706 41.469264)",2013-07-01
"23817",1916500,"Corning","April 01 2010",1635,"POINT (-94.7395154 40.9929182)",2010-04-01
"23818",1971130,"Schleswig","July 01 2015",879,"POINT (-95.4352246 42.1607169)",2015-07-01
"23819",1974775,"St. Charles","July 01 1991",542,"POINT (-91.4457379 42.0529659)",1991-07-01
"23820",1973920,"Somers","July 01 2005",151,"POINT (-94.4309564 42.3787135)",2005-07-01
"23821",1935760,"Hepburn","July 01 2014",17,"POINT (-95.0166861 40.8476568)",2014-07-01
"23822",1937920,"Huxley","July 01 1999",2075,"POINT (-93.5913007 41.8960875)",1999-07-01
"23823",1919630,"Delaware","July 01 2006",185,"POINT (-91.339042 42.4712845)",2006-07-01
"23824",1971760,"Seymour","July 01 2004",774,"POINT (-93.1211905 40.6824151)",2004-07-01
"23825",1902620,"Aredale","July 01 2005",83,"POINT (-93.0053681 42.8331955)",2005-07-01
"23826",1938010,"Ida Grove","July 01 2007",2090,"POINT (-95.4731796 42.343883)",2007-07-01
"23827",1945390,"Linden","July 01 1995",222,"POINT (-94.2699847 41.6427085)",1995-07-01
"23828",1933105,"Grinnell","July 01 1993",8892,"POINT (-92.7244148 41.7372767)",1993-07-01
"23829",1940350,"Kellerton","July 01 2008",315,"POINT (-94.0502485 40.7102575)",2008-07-01
"23830",1983595,"West Branch","July 01 2005",2238,"POINT (-91.3406612 41.6627654)",2005-07-01
"23831",1916815,"Coulter","July 01 2012",275,"POINT (-93.3700471 42.73312)",2012-07-01
"23832",1957225,"North English","April 01 2010",1041,"POINT (-92.0776314 41.5164005)",2010-04-01
"23833",1942645,"Lakeside","July 01 1994",544,"POINT (-95.1771496 42.6178106)",1994-07-01
"23834",1981075,"Vincent","July 01 1998",170,"POINT (-94.018863 42.5918299)",1998-07-01
"23835",1947505,"Luzerne","July 01 1992",94,"POINT (-92.1802573 41.9057019)",1992-07-01
"23836",1947460,"Luxemburg","April 01 2000",246,"POINT (-91.0725831 42.6040308)",2000-04-01
"23837",1948810,"Manchester","July 01 1996",5376,"POINT (-91.4556248 42.4853639)",1996-07-01
"23838",1913530,"Clarence","July 01 1996",929,"POINT (-91.057044 41.8858879)",1996-07-01
"23839",1959250,"Onslow","July 01 2016",192,"POINT (-91.0152515 42.1073153)",2016-07-01
"23840",1907660,"Bouton","July 01 2019",122,"POINT (-94.0105732 41.8511411)",2019-07-01
"23841",1944310,"Leighton","July 01 1994",136,"POINT (-92.7864171 41.3387995)",1994-07-01
"23842",1904825,"Batavia","July 01 2005",483,"POINT (-92.1673927 40.9951023)",2005-07-01
"23843",1952815,"Mingo","July 01 2015",301,"POINT (-93.2826185 41.7662068)",2015-07-01
"23844",1933960,"Hampton","July 01 2002",4185,"POINT (-93.2049662 42.7420064)",2002-07-01
"23845",1982695,"Waukee","July 01 2014",16768,"POINT (-93.8702236 41.6001509)",2014-07-01
"23846",1941475,"Kinross","April 01 2010",73,"POINT (-91.9873035 41.4588773)",2010-04-01
"23847",1927975,"Floris","April 01 2010",138,"POINT (-92.3322763 40.8639326)",2010-04-01
"23848",1965730,"Rathbun","July 01 1999",83,"POINT (-92.8871405 40.8016943)",1999-07-01
"23849",1919450,"Dedham","July 01 1999",260,"POINT (-94.8232369 41.9087315)",1999-07-01
"23850",1945840,"Little Sioux","July 01 2001",214,"POINT (-96.0274587 41.8082038)",2001-07-01
"23851",1960915,"Packwood","July 01 1991",197,"POINT (-92.0824761 41.1327254)",1991-07-01
