"","FIPS","City","Year","Population","Primary.Point","Date"
"23852",1934995,"Hastings","July 01 2015",148,"POINT (-95.4948278 41.0250884)",2015-07-01
"23853",1935940,"Hiawatha","April 01 1990",5354,"POINT (-91.6898564 42.0517806)",1990-04-01
"23854",1934365,"Hansell","July 01 2001",95,"POINT (-93.104094 42.7577502)",2001-07-01
"23855",1905680,"Belmond","July 01 1998",2493,"POINT (-93.6084501 42.8465738)",1998-07-01
"23856",1931710,"Gowrie","July 01 1998",964,"POINT (-94.2897172 42.2778361)",1998-07-01
"23857",1903295,"Ashton","July 01 1991",462,"POINT (-95.7924931 43.308844)",1991-07-01
"23858",1931845,"Graf","July 01 2003",74,"POINT (-90.8732325 42.4938574)",2003-07-01
"23859",1908560,"Bristow","July 01 2015",156,"POINT (-92.9079267 42.7738236)",2015-07-01
"23860",1906085,"Bernard","July 01 2005",100,"POINT (-90.8317558 42.3132971)",2005-07-01
"23861",1929685,"Garber","July 01 1993",115,"POINT (-91.2618173 42.744429)",1993-07-01
"23862",1965640,"Randolph","July 01 1995",221,"POINT (-95.5647251 40.8734345)",1995-07-01
"23863",1943905,"Lawton","July 01 2011",929,"POINT (-96.1851089 42.4769168)",2011-07-01
"23864",1956415,"New Providence","April 01 2000",227,"POINT (-93.1718387 42.2811866)",2000-04-01
"23865",1945840,"Littleport","July 01 1998",80,"POINT (-96.0274587 41.8082038)",1998-07-01
"23866",1987285,"Yale","April 01 1990",220,"POINT (-94.3572116 41.7753718)",1990-04-01
"23867",1924645,"Elgin","July 01 2006",638,"POINT (-91.6355924 42.9553694)",2006-07-01
"23868",1912630,"Centralia","July 01 2009",98,"POINT (-90.8365993 42.4724003)",2009-07-01
"23869",1916590,"Corwith","July 01 2016",262,"POINT (-93.9580791 42.9890004)",2016-07-01
"23870",1965910,"Readlyn","July 01 2005",758,"POINT (-92.225022 42.7037692)",2005-07-01
"23871",1974775,"St. Donatus","July 01 2012",136,"POINT (-91.4457379 42.0529659)",2012-07-01
"23872",1982875,"Waverly","July 01 2005",9190,"POINT (-92.470638 42.7249871)",2005-07-01
"23873",1971085,"Schaller","July 01 2011",762,"POINT (-95.2962713 42.4965314)",2011-07-01
"23874",1906175,"Bertram","July 01 1993",240,"POINT (-91.5376397 41.9511334)",1993-07-01
"23875",1956325,"New London","July 01 2008",1809,"POINT (-91.4011156 40.9231717)",2008-07-01
"23876",1971895,"Shambaugh","July 01 2004",178,"POINT (-95.0352465 40.6574753)",2004-07-01
"23877",1965730,"Rathbun","July 01 1994",87,"POINT (-92.8871405 40.8016943)",1994-07-01
"23878",1983325,"Wellsburg","July 01 2016",688,"POINT (-92.9265689 42.4338465)",2016-07-01
"23879",1947730,"Lytton","July 01 1995",299,"POINT (-94.8604989 42.4233029)",1995-07-01
"23880",1969510,"Sabula","July 01 2014",566,"POINT (-90.1757883 42.0666587)",2014-07-01
"23881",1931890,"Grafton","July 01 1991",239,"POINT (-93.0687031 43.3304389)",1991-07-01
"23882",1930900,"Gilman","July 01 1997",541,"POINT (-92.7881403 41.878809)",1997-07-01
"23883",1945255,"Lincoln","July 01 1996",188,"POINT (-92.6913872 42.2634642)",1996-07-01
"23884",1926985,"Farragut","July 01 2002",483,"POINT (-95.4806851 40.7200068)",2002-07-01
"23885",1974415,"Spirit Lake","July 01 1996",4077,"POINT (-95.1108029 43.4177008)",1996-07-01
"23886",1975045,"Stanwood","July 01 2016",661,"POINT (-91.1487706 41.8930402)",2016-07-01
"23887",1906985,"Blockton","July 01 2013",191,"POINT (-94.4779281 40.6168175)",2013-07-01
"23888",1923115,"Dyersville","July 01 2017",4213,"POINT (-91.1174613 42.4817273)",2017-07-01
"23889",1982380,"Washta","July 01 2017",227,"POINT (-95.7201752 42.5756045)",2017-07-01
"23890",1941385,"Kingsley","July 01 2011",1394,"POINT (-95.9679007 42.5864657)",2011-07-01
"23891",1916590,"Corwith","April 01 2010",309,"POINT (-93.9580791 42.9890004)",2010-04-01
"23892",1980400,"Van Horne","July 01 1993",708,"POINT (-92.0894145 42.009549)",1993-07-01
"23893",1980535,"Varina","July 01 2002",87,"POINT (-94.8976674 42.6581176)",2002-07-01
"23894",1940395,"Kelley","July 01 2006",336,"POINT (-93.6654994 41.9508068)",2006-07-01
"23895",1942555,"Lake Mills","April 01 2000",2140,"POINT (-93.5320645 43.4169493)",2000-04-01
"23896",1977835,"Thornburg","July 01 2012",67,"POINT (-92.3327614 41.4553947)",2012-07-01
"23897",1923970,"Eddyville","July 01 2009",1049,"POINT (-92.6297911 41.1592059)",2009-07-01
"23898",1968565,"Rome","July 01 2016",116,"POINT (-91.6818867 40.9821661)",2016-07-01
"23899",1961815,"Paton","July 01 1995",244,"POINT (-94.2550567 42.1642219)",1995-07-01
"23900",1951060,"Melvin","July 01 2008",231,"POINT (-95.608646 43.2864738)",2008-07-01
"23901",1976935,"Tabor","July 01 2015",982,"POINT (-95.6737118 40.8949387)",2015-07-01
"23902",1906175,"Bertram","July 01 1998",259,"POINT (-91.5376397 41.9511334)",1998-07-01
"23903",1974775,"St. Charles","July 01 2009",685,"POINT (-91.4457379 42.0529659)",2009-07-01
"23904",1919360,"Decatur City","July 01 2015",187,"POINT (-93.8327285 40.7423389)",2015-07-01
"23905",1950655,"Maysville","July 01 1994",177,"POINT (-90.718486 41.6495455)",1994-07-01
"23906",1978060,"Tiffin","July 01 2008",1789,"POINT (-91.658392 41.7067521)",2008-07-01
"23907",1941520,"Kirkman","July 01 2001",76,"POINT (-95.2672884 41.7280558)",2001-07-01
"23908",1946335,"Lone Tree","April 01 1990",979,"POINT (-91.4262099 41.4866558)",1990-04-01
"23909",1948675,"Maloy","July 01 2003",29,"POINT (-94.4119202 40.6731797)",2003-07-01
"23910",1938820,"Ireton","July 01 2008",578,"POINT (-96.3217494 42.974898)",2008-07-01
"23911",1912720,"Chariton","July 01 2016",4134,"POINT (-93.3094486 41.0175751)",2016-07-01
"23912",1901585,"Alton","July 01 2007",1104,"POINT (-96.0091236 42.9875003)",2007-07-01
"23913",1967170,"Ringsted","July 01 2016",389,"POINT (-94.5067295 43.2949389)",2016-07-01
"23914",1934455,"Hardy","July 01 1997",41,"POINT (-94.0511447 42.8101495)",1997-07-01
"23915",1963750,"Pleasantville","July 01 2017",1662,"POINT (-93.272777 41.3864748)",2017-07-01
"23916",1976485,"Sutherland","July 01 2002",683,"POINT (-95.4950352 42.9728304)",2002-07-01
"23917",1974775,"St. Paul","July 01 2006",119,"POINT (-91.4457379 42.0529659)",2006-07-01
"23918",1973155,"Silver City","April 01 1990",252,"POINT (-95.6378733 41.1113884)",1990-04-01
"23919",1949575,"Marne","July 01 2013",117,"POINT (-95.1107615 41.4489055)",2013-07-01
"23920",1979500,"Underwood","July 01 1992",529,"POINT (-95.6820111 41.3807698)",1992-07-01
"23921",1925860,"Estherville","July 01 2001",6564,"POINT (-94.8343632 43.3998352)",2001-07-01
"23922",1968250,"Rockwell","July 01 2001",980,"POINT (-93.1871266 42.979966)",2001-07-01
"23923",1913575,"Clarinda","July 01 2006",5574,"POINT (-95.0340039 40.7380114)",2006-07-01
"23924",1953265,"Monmouth","July 01 2012",154,"POINT (-90.8821601 42.0751031)",2012-07-01
"23925",1908650,"Bronson","July 01 2003",273,"POINT (-96.2113577 42.4090069)",2003-07-01
"23926",1942645,"Lakeside","July 01 2001",481,"POINT (-95.1771496 42.6178106)",2001-07-01
"23927",1959645,"Orleans","July 01 2007",588,"",2007-07-01
"23928",1923340,"Earlham","July 01 1993",1193,"POINT (-94.1222513 41.4944824)",1993-07-01
"23929",1980445,"Van Meter","July 01 2005",1109,"POINT (-93.942715 41.5203654)",2005-07-01
"23930",1942870,"Lambs Grove","July 01 1992",297,"POINT (-93.0793489 41.700753)",1992-07-01
"23931",1922395,"Dubuque","July 01 1993",58293,"POINT (-90.7066112 42.5006649)",1993-07-01
"23932",1935265,"Hawarden","July 01 1999",2457,"POINT (-96.4831539 43.0018665)",1999-07-01
"23933",1948500,"Maharishi Vedic City","July 01 2011",1298,"POINT (-92.0138829 41.0543302)",2011-07-01
"23934",1963210,"Plainfield","July 01 2001",436,"POINT (-92.5358996 42.8445249)",2001-07-01
"23935",1915060,"Colfax","July 01 2002",2212,"POINT (-93.240454 41.676085)",2002-07-01
"23936",1936480,"Hinton","April 01 2010",928,"POINT (-96.2974754 42.6212975)",2010-04-01
"23937",1935220,"Haverhill","July 01 2007",161,"POINT (-92.9607403 41.9441206)",2007-07-01
"23938",1946065,"Lockridge","July 01 2014",285,"POINT (-91.7492245 40.9936662)",2014-07-01
"23939",1956460,"New Sharon","July 01 2018",1290,"POINT (-92.6509239 41.4701036)",2018-07-01
"23940",1963840,"Plover","July 01 2011",76,"POINT (-94.6222266 42.876712)",2011-07-01
"23941",1955065,"Murray","July 01 2016",732,"POINT (-93.9488848 41.0413552)",2016-07-01
"23942",1983190,"Weldon","July 01 2008",140,"POINT (-93.7355473 40.8972891)",2008-07-01
"23943",1944130,"Ledyard","July 01 2002",141,"POINT (-94.1585893 43.4205973)",2002-07-01
"23944",1909685,"Burt","July 01 2002",534,"POINT (-94.2210539 43.1989094)",2002-07-01
"23945",1945030,"Lidderdale","July 01 2005",178,"POINT (-94.78367 42.1224953)",2005-07-01
"23946",1914430,"Clinton","July 01 2013",26347,"POINT (-90.2407895 41.8434359)",2013-07-01
"23947",1962985,"Pioneer","April 01 1990",46,"POINT (-94.3908921 42.6535255)",1990-04-01
"23948",1922845,"Dunkerton","July 01 2015",857,"POINT (-92.161378 42.5673881)",2015-07-01
"23949",1976485,"Sutherland","July 01 2018",599,"POINT (-95.4950352 42.9728304)",2018-07-01
"23950",1914250,"Clermont","July 01 2008",679,"POINT (-91.6523116 43.0001627)",2008-07-01
"23951",1957630,"Northwood","July 01 2011",1986,"POINT (-93.2166459 43.444054)",2011-07-01
"23952",1966855,"Ricketts","July 01 2003",139,"POINT (-95.5749041 42.1280902)",2003-07-01
"23953",1956460,"New Sharon","July 01 2019",1293,"POINT (-92.6509239 41.4701036)",2019-07-01
"23954",1914880,"Coburg","July 01 2004",30,"POINT (-95.2655524 40.9187888)",2004-07-01
"23955",1901675,"Alvord","July 01 2016",201,"POINT (-96.3025937 43.3417889)",2016-07-01
"23956",1903295,"Ashton","July 01 2017",426,"POINT (-95.7924931 43.308844)",2017-07-01
"23957",1900370,"Adair","July 01 1996",878,"POINT (-94.6434132 41.5003898)",1996-07-01
"23958",1935580,"Hazleton","July 01 2011",827,"POINT (-91.9058398 42.6177464)",2011-07-01
"23959",1944715,"Letts","July 01 2018",377,"POINT (-91.23563 41.3298031)",2018-07-01
"23960",1975450,"Stockton","July 01 2008",181,"POINT (-90.8564268 41.5908278)",2008-07-01
"23961",1907210,"Bode","July 01 2003",314,"POINT (-94.2862417 42.868027)",2003-07-01
"23962",1966135,"Red Oak","July 01 2018",5305,"POINT (-95.2248247 41.0141481)",2018-07-01
"23963",1908155,"Brandon","July 01 1994",339,"POINT (-92.0032219 42.3150339)",1994-07-01
"23964",1984540,"Westphalia","April 01 1990",144,"POINT (-95.3936653 41.7192516)",1990-04-01
"23965",1948990,"Manson","July 01 2004",1742,"POINT (-94.5401543 42.5283851)",2004-07-01
"23966",1945840,"Little Sioux","July 01 1999",199,"POINT (-96.0274587 41.8082038)",1999-07-01
"23967",1945255,"Lincoln","July 01 2011",161,"POINT (-92.6913872 42.2634642)",2011-07-01
"23968",1974370,"Spillville","July 01 2015",359,"POINT (-91.9520776 43.2031266)",2015-07-01
"23969",1934680,"Hartford","July 01 2018",777,"POINT (-93.4052141 41.4577051)",2018-07-01
"23970",1903520,"Atlantic","July 01 2009",6728,"POINT (-95.0138852 41.3956577)",2009-07-01
"23971",1901990,"Anamosa","July 01 2003",5582,"POINT (-91.2757691 42.109152)",2003-07-01
"23972",1946290,"Lone Rock","July 01 2004",152,"POINT (-94.3254999 43.2208068)",2004-07-01
"23973",1913755,"Clarksville","July 01 1991",1383,"POINT (-92.6680076 42.7799869)",1991-07-01
"23974",1949485,"Marion","July 01 2009",33452,"POINT (-91.585326 42.0443653)",2009-07-01
"23975",1904240,"Bagley","July 01 2014",291,"POINT (-94.4303047 41.8463643)",2014-07-01
"23976",1938820,"Ireton","July 01 2011",609,"POINT (-96.3217494 42.974898)",2011-07-01
"23977",1927255,"Ferguson","July 01 1995",167,"POINT (-92.8630313 41.9385801)",1995-07-01
"23978",1975720,"Stout","July 01 1999",188,"POINT (-92.7115452 42.5268983)",1999-07-01
"23979",1923115,"Dyersville","July 01 2011",4090,"POINT (-91.1174613 42.4817273)",2011-07-01
"23980",1931035,"Gladbrook","July 01 2001",1015,"POINT (-92.7150959 42.1860667)",2001-07-01
"23981",1981210,"Vinton","July 01 1994",5335,"POINT (-92.0260813 42.1638951)",1994-07-01
"23982",1906175,"Bertram","July 01 2001",267,"POINT (-91.5376397 41.9511334)",2001-07-01
"23983",1902845,"Arlington","April 01 2010",429,"POINT (-91.6710476 42.7487868)",2010-04-01
"23984",1983325,"Wellsburg","July 01 2011",708,"POINT (-92.9265689 42.4338465)",2011-07-01
"23985",1983145,"Webster City","July 01 1991",7932,"POINT (-93.8166983 42.4623327)",1991-07-01
"23986",1919585,"Defiance","July 01 1997",308,"POINT (-95.3403538 41.8254177)",1997-07-01
"23987",1921045,"De Soto","July 01 1997",1231,"POINT (-94.009715 41.5363839)",1997-07-01
"23988",1904555,"Barnes City","July 01 2002",223,"POINT (-92.4696188 41.5070595)",2002-07-01
"23989",1976485,"Sutherland","July 01 2007",640,"POINT (-95.4950352 42.9728304)",2007-07-01
"23990",1904420,"Bancroft","July 01 2009",714,"POINT (-94.2175386 43.292755)",2009-07-01
"23991",1942330,"Ladora","July 01 1998",327,"POINT (-92.1859015 41.755506)",1998-07-01
"23992",1951420,"Meservey","July 01 1999",257,"POINT (-93.4733851 42.9156435)",1999-07-01
"23993",1943905,"Lawton","July 01 2017",965,"POINT (-96.1851089 42.4769168)",2017-07-01
"23994",1960690,"Oxford Junction","July 01 1995",586,"POINT (-90.954121 41.9837298)",1995-07-01
"23995",1925095,"Elma","April 01 2000",598,"POINT (-92.4393341 43.2458725)",2000-04-01
"23996",1972840,"Shueyville","July 01 1997",158,"POINT (-91.6521789 41.8465835)",1997-07-01
"23997",1985800,"Williams","July 01 2014",333,"POINT (-93.5410724 42.489213)",2014-07-01
"23998",1932970,"Greenville","July 01 2003",89,"POINT (-95.1461167 43.0169781)",2003-07-01
"23999",1940440,"Kellogg","July 01 1998",701,"POINT (-92.9070787 41.7180274)",1998-07-01
"24000",1979770,"University Heights","July 01 2014",1095,"POINT (-91.5588548 41.6550607)",2014-07-01
"24001",1968340,"Rodman","July 01 2015",42,"POINT (-94.5271834 43.0265898)",2015-07-01
"24002",1922755,"Duncombe","July 01 2001",489,"POINT (-93.9962117 42.4694866)",2001-07-01
"24003",1974685,"Spring Hill","April 01 1990",86,"POINT (-93.6498879 41.4121875)",1990-04-01
"24004",1909820,"Calamus","July 01 2011",437,"POINT (-90.7600146 41.8264945)",2011-07-01
"24005",1954480,"Mount Ayr","July 01 1997",1698,"POINT (-94.2376587 40.7141372)",1997-07-01
"24006",1954840,"Mount Vernon","July 01 2002",3937,"POINT (-91.4243495 41.9229756)",2002-07-01
"24007",1949485,"Marion","July 01 2017",39441,"POINT (-91.585326 42.0443653)",2017-07-01
"24008",1911035,"Carpenter","July 01 2012",108,"POINT (-93.0172679 43.414988)",2012-07-01
"24009",1958620,"Oelwein","July 01 1995",6894,"POINT (-91.9131952 42.6713674)",1995-07-01
"24010",1984450,"West Okoboji","July 01 1999",274,"POINT (-95.163113 43.348994)",1999-07-01
"24011",1907390,"Bondurant","July 01 2009",3004,"POINT (-93.4546681 41.6985333)",2009-07-01
"24012",1922305,"Dows","July 01 1995",648,"POINT (-93.5012304 42.6592854)",1995-07-01
"24013",1929055,"Fredonia","July 01 1994",169,"POINT (-91.3393851 41.284514)",1994-07-01
"24014",1986070,"Wilton","July 01 2016",2840,"POINT (-91.0269994 41.5898612)",2016-07-01
"24015",1921810,"Donnellson","July 01 2016",864,"POINT (-91.5615902 40.6441384)",2016-07-01
"24016",1940935,"Keosauqua","April 01 2010",1006,"POINT (-91.9605345 40.7346892)",2010-04-01
"24017",1903340,"Aspinwall","April 01 2000",58,"POINT (-95.1349612 41.9105489)",2000-04-01
"24018",1933060,"Grimes","July 01 2015",11295,"POINT (-93.7945972 41.6775439)",2015-07-01
"24019",1983775,"West Chester","July 01 1994",178,"POINT (-91.8169476 41.3400387)",1994-07-01
"24020",1974775,"St. Lucas","July 01 2015",139,"POINT (-91.4457379 42.0529659)",2015-07-01
"24021",1944535,"Leon","July 01 1994",1915,"POINT (-93.7545236 40.7407471)",1994-07-01
"24022",1947100,"Lucas","April 01 2010",216,"POINT (-93.4610494 41.0322107)",2010-04-01
"24023",1967350,"Riverdale","July 01 1992",685,"POINT (-90.4637332 41.5370578)",1992-07-01
"24024",1954705,"Mount Pleasant","July 01 2005",8782,"POINT (-91.5452743 40.9621765)",2005-07-01
"24025",1963570,"Pleasanton","July 01 2007",28,"POINT (-93.7430081 40.5824833)",2007-07-01
"24026",1914115,"Cleghorn","July 01 2017",218,"POINT (-95.7126506 42.812537)",2017-07-01
"24027",1984180,"Westgate","July 01 2012",209,"POINT (-91.9955964 42.7682394)",2012-07-01
"24028",1978825,"Treynor","July 01 2005",894,"POINT (-95.6063422 41.2321933)",2005-07-01
"24029",1922800,"Dundee","July 01 1992",181,"POINT (-91.5461458 42.5798507)",1992-07-01
"24030",1927390,"Fertile","July 01 1995",374,"POINT (-93.4232008 43.2623108)",1995-07-01
"24031",1980535,"Varina","April 01 1990",102,"POINT (-94.8976674 42.6581176)",1990-04-01
"24032",1926310,"Exline","April 01 2010",160,"POINT (-92.8431396 40.649046)",2010-04-01
"24033",1916050,"Coon Rapids","July 01 2002",1314,"POINT (-94.6784541 41.8747687)",2002-07-01
"24034",1917220,"Cresco","July 01 2011",3872,"POINT (-92.1163502 43.3717573)",2011-07-01
"24035",1917940,"Cushing","April 01 1990",241,"POINT (-95.675703 42.464969)",1990-04-01
"24036",1921045,"De Soto","April 01 2000",1009,"POINT (-94.009715 41.5363839)",2000-04-01
"24037",1983280,"Wellman","July 01 2001",1440,"POINT (-91.8353706 41.469264)",2001-07-01
"24038",1947865,"McClelland","July 01 2016",156,"POINT (-95.68343 41.3284733)",2016-07-01
"24039",1908875,"Brunsville","July 01 2006",141,"POINT (-96.2667032 42.8109608)",2006-07-01
"24040",1939765,"Johnston","July 01 1997",6720,"POINT (-93.7172578 41.6856012)",1997-07-01
"24041",1977790,"Thor","July 01 2002",169,"POINT (-94.0495691 42.6881159)",2002-07-01
"24042",1904825,"Batavia","July 01 2018",552,"POINT (-92.1673927 40.9951023)",2018-07-01
"24043",1912990,"Chelsea","July 01 2018",250,"POINT (-92.3945142 41.9204989)",2018-07-01
"24044",1940215,"Kamrar","July 01 2019",190,"POINT (-93.7279798 42.3896833)",2019-07-01
"24045",1953670,"Montour","July 01 1991",312,"POINT (-92.7149939 41.9802608)",1991-07-01
"24046",1968385,"Rodney","July 01 1992",71,"POINT (-95.9507042 42.2047575)",1992-07-01
"24047",1950430,"Maurice","July 01 2008",259,"POINT (-96.1827384 42.9660542)",2008-07-01
"24048",1924420,"Eldon","July 01 2014",923,"POINT (-92.2176726 40.9176345)",2014-07-01
"24049",1943050,"La Motte","July 01 2013",262,"POINT (-90.6234291 42.2957342)",2013-07-01
"24050",1981885,"Walker","July 01 1994",662,"POINT (-91.7808739 42.2873128)",1994-07-01
"24051",1929190,"Fremont","July 01 2011",747,"POINT (-92.4342399 41.2125273)",2011-07-01
"24052",1925365,"Ely","July 01 2014",2010,"POINT (-91.5850379 41.8753461)",2014-07-01
"24053",1975990,"Stuart","July 01 2006",1687,"POINT (-94.3186774 41.5002688)",2006-07-01
"24054",1900190,"Ackley","July 01 1991",1709,"POINT (-93.0527656 42.5518776)",1991-07-01
"24055",1910090,"Calumet","July 01 2016",166,"POINT (-95.5515151 42.9449608)",2016-07-01
"24056",1913845,"Clayton","July 01 2012",40,"POINT (-91.1505737 42.9033147)",2012-07-01
"24057",1940935,"Keosauqua","July 01 2009",1083,"POINT (-91.9605345 40.7346892)",2009-07-01
"24058",1916635,"Corydon","July 01 1998",1633,"POINT (-93.3174517 40.757426)",1998-07-01
"24059",1947730,"Lytton","July 01 2009",254,"POINT (-94.8604989 42.4233029)",2009-07-01
"24060",1911305,"Cascade","July 01 2002",1975,"POINT (-91.0045814 42.3019211)",2002-07-01
"24061",1971760,"Seymour","July 01 2014",697,"POINT (-93.1211905 40.6824151)",2014-07-01
"24062",1973785,"Soldier","July 01 2002",200,"POINT (-95.7801688 41.9842069)",2002-07-01
"24063",1974775,"St. Paul","July 01 1999",122,"POINT (-91.4457379 42.0529659)",1999-07-01
"24064",1900775,"Akron","July 01 1994",1488,"POINT (-96.5570105 42.8266985)",1994-07-01
"24065",1941655,"Klemme","July 01 2002",566,"POINT (-93.6013217 43.0097729)",2002-07-01
"24066",1960015,"Osterdock","July 01 1993",51,"POINT (-91.1578336 42.7313862)",1993-07-01
"24067",1967170,"Ringsted","July 01 2011",415,"POINT (-94.5067295 43.2949389)",2011-07-01
"24068",1984630,"Westside","July 01 2011",301,"POINT (-95.1013476 42.075749)",2011-07-01
"24069",1912990,"Chelsea","July 01 2002",280,"POINT (-92.3945142 41.9204989)",2002-07-01
"24070",1975045,"Stanwood","July 01 1997",649,"POINT (-91.1487706 41.8930402)",1997-07-01
